811,K1156211,n,,name of the wife of Mṛkaṇḍu,
214812,K5787857,n,,a kind of plant,
214813,K6706510,n,,name of a Buddha or Jina,
214814,K1858213,n,,name of a Ṛṣi in the 5th Manvantara,
214815,K4369414,n,,name of a plant,
214816,K4235202,n,,name of the sun shining on the south of Meru,
214817,K1710432,n,,a particular religious observance,
214818,K4872944,n,,a treatise on Āryā metres,
214819,K4687333,n,,name of a fabulous cow; a daughter of Dakṣa and Nandinī,
214820,K9432632,n,,a kind of plant,
214821,K2804037,n,,a kind of jasmine,
214822,K6494160,n,,a species of fish,
214823,K2818068,n,,name of a Nāga,
214824,K7096447,n,,a kind of sulfur,
214825,K9588375,n,,a gem brought from the Himālaya and the Indus,
214826,K4136063,n,,a kind of fish,
214827,K4099210,n,,name of a mountain,
214828,K4588863,n,,name of a Dvīpa,
214829,K3737815,n,,a kind of demon or spirit of darkness,
214830,K8202814,n,,a particular kind of bird,
214831,K6692087,n,,a kind of Brāhman,
214832,K6790412,n,,a sort of hymn,
214833,K7525263,n,,name of an Asura,
214834,K2838344,n,,name of a people,
214835,K2526226,n,,name of a celebrated monarch of the lunar race,
214836,K8963915,n,,name of the wife of the sun,
214837,K5566200,n,,name of the wife of Parameṣṭhin and mother of Pratﾌha,
214838,K5468058,n,,name of the wife of Pratoha,
214839,K2062914,n,,a kind of plant,
214840,K7449411,n,,a kind of tree,
214841,K5152376,n,,name of a metre,
214842,K9389372,n,,name of a remedy for leprosy,
214843,K6891364,n,,impure carbonate of soda,
214844,K4681832,n,,a particular drug,
214845,K7936285,n,,a kind of fever,
214846,K2871284,n,,a kind of plant,
214847,K7270986,n,,name of a magical potion,
214848,K8080718,n,,a kind of wheat,
214849,K4535461,n,,a particular weight,
214850,K6269720,n,,name of a monkey-king,
214851,K8004184,n,,a kind of honey,
214852,K3672750,n,,a kind of honey,
214853,K7902417,n,,a kind of honey produced from petals,
214854,K8803003,n,,name of a Sāman,
214855,K4383760,n,,a kind of perfume,
214857,K4945132,n,,an alchemical preparation,
214858,K6012256,n,,name of a mercurial preparation,
214859,K6958317,n,,name of a tutelary deity,
214860,K7654195,n,,a kind of plant,
214861,K5256565,n,,a kind of deer,
214862,K4157220,n,,name of a king,
214863,K1170743,n,,name of an author,
214864,K8718840,n,,name of a poet,
214865,K7117359,n,,name of a mountain,
214866,K1870325,n,,a kind of ornament on an arch,
214867,K6094550,n,,an elephant hook,
214868,K8563785,n,,the nasal sound repressented by a semicircle and used as an abbreviation in mystical words,
214869,K2969071,n,,a kind of samādhi,
214870,K4975455,n,,name of a place where the Sarasvatī takes its rise,
214871,K6878271,n,,a kind of reddish pearl,
214872,K3322290,n,,a metre of 4 x 19 syllables,
214873,K8401029,n,,name of a Daitya,
214874,K4985851,n,,name of a son of Kṛṣṇa,
214875,K9529051,n,,name of a son of Viśva~gandhi and father of Yuvanāśva,
214876,K8552259,n,,name of a grammarian,
214877,K8318210,n,,name of a king,
214878,K3512119,n,,name of one of the ancestors of the Gauḍa Brāhmans,
214879,K7935322,n,,one of the 18 minor Dvipas,
214880,K2074966,n,,name of particular sacred texts,
214881,K2260901,n,,a particular fast-day on the thirteenth of the dark half of Caitra,
214882,K6879900,n,,name of two metres,
214883,K1253085,n,,a form of Devī,
214884,K3392454,n,,a kind of intoxicating liquor,
214885,K8004957,n,,a species of fish,
214886,K6556421,n,,name of a woman,
214888,K3504198,n,,deep sleep!,
214889,K2442443,n,,a particular weight of gold,
214890,K2872770,n,,a cutaneous eruption resembling beans,
214891,K6707042,n,,name of a man,
214892,K9241383,n,,name of a work,
214893,K2383157,n,,a kind of alchemical preparation,
214894,K7728288,n,,a kind of alchemical preparation,
214895,K6692255,n,,name of a work,
214896,K3667038,n,,a kind of weight,
214897,K4394623,n,,a kind of disease,
214899,K4112187,n,,a kind of beetle,
214900,K2191524,n,,an earthen vessel in the shape of a camel,
214902,K6286523,n,,a disease of the spleen,
214903,K8512264,n,,name of a brother of Rama,
214904,K6982443,n,,name of a son of Gada,
214905,K6056081,n,,name of an ape,
214906,K6999212,n,,name of a monkey-demon killed by Kṛṣṇa,
214907,K6456403,n,,name of a fabulous bird,
214908,K8076964,n,,name of a king,
214909,K1954489,n,,name of a son of Bahugava and father of Ahaṃyāti,
214910,K1944039,n,,name of a monkey,
214911,K7807794,n,,name of a Rākṣasa,
214912,K3542791,n,,name of an Asura,
214913,K9026367,n,,name of a Rākṣasa,
214914,K7991985,n,,name of a god,
214915,K7334089,n,,name of a Vidyādhara,
214916,K6902800,n,,a kind of metre,
214917,K7724820,n,,name of an Upanishad,
214918,K1190381,n,,name of an Asura,
214919,K2229895,n,,name of two serpent-demons,
214920,K6856491,n,,name of a prince of the Aśmakas,
214921,K7103924,n,,name of a monkey,
214922,K2641153,n,,name of a people,
214923,K3179806,n,,name of a monkey,
214924,K5079926,n,,a kind of cloth,
214925,K3827459,n,,a kind of deer,
214926,K8932389,n,,a blanket worn on the back of an elephant,
214927,K6907146,n,,name of a river,
214928,K4851095,n,,name of a place,
214929,K5640762,n,,name of a salt-mine or salt-lake,
214930,K6577220,n,,name of a wife of Sugrīva,
214931,K3171779,n,,a kind of pulse,
214932,K6649236,n,,name of a son of Manu Uttama,
214933,K9296141,n,,name of a mountain,
214934,K1383330,n,,name of a country in Bharatakṣetra,
214935,K4831917,n,,a kind of alchemical preparation,
214936,K2973370,n,,name of a medicine or magical potion,
214938,K1099277,n,,one of the 18 saṃskāras of mercury,
214939,K5130650,n,,name of a man,
214940,K8495452,n,,a beggars bowl,
214941,K1892689,n,,name of a work on medicine,
214942,K2504655,n,,a kind of perfume,
214943,K8861453,n,,name of a poet,
214944,K9283811,n,,name of one of the 11 Rudras,
214945,K9503700,n,,name of a particular tribe of Mlecchas,
214946,K5410514,n,,name of a Daitya,
214947,K5081161,n,,name of a monkey king,
214948,K1111834,n,,a round cake made of pulse fried in oil or butter,
214949,K8377493,n,,the three spices,
214950,K4328271,n,,the basis or essential form of a sacrifice,
214951,K8413017,n,,a black kind of monkey,
214952,K6403158,n,,name of the daughter of the Gandharva Viśvāvasu,
214953,K2492097,n,,name of the daughter of the Rākṣasa Bhramaraketu,
214954,K9872909,n,,name of a poetess,
214955,K9974798,n,,name of an Asura,
214956,K5097441,n,,a kind of rice gruel,
214957,K6827053,n,,half-ripe barley,
214958,K3213616,n,,a kind of disease,
214959,K9354948,n,,a kind of sour rice gruel,
214960,K1782932,n,,a kind of sorrel,
214961,K7332659,n,,name of an Asura,
214962,K1029191,n,,name of a Sādhya,
214963,K3907344,n,,name of a sage,
214964,K4070860,n,,name of a mountain in Śālmaladvīpa,
214965,K8123325,n,,name of a people,
214966,K3565347,n,,a singer who wrinkles the forehead when singing,
214967,K1887528,n,,a kind of perfume,
214968,K4415203,n,,a kind of fish,
214969,K1197170,n,,name of an author,
214970,K6982499,n,,name of a Siddha,
214971,K3440851,n,,name of a Siddha,
214972,K2359795,n,,name of a work,
214973,K5691128,n,,name of the aphorisms of the Śaiva philosophy,
214974,K7067829,n,,name of the 14 Sūtras with which Pāṇini opens his grammar,
214975,K5950411,n,,a kind of plant,
214976,K5980591,n,,vinegar made by acetous fermentation; anything fermented or become sour,
214977,K9577750,n,,sour wheat gruel; a kind of kāñjika,
214978,K4809117,n,,a disease of the spleen,
214979,K7455228,n,,an urinary disease,
214980,K3770762,n,,excessive flow of urine,
214981,K6199973,n,,name of a mountain,
214982,K1682492,n,,name of a mountain,
214983,K1218702,n,,name of a mountain,
214984,K6685538,n,,a kind of domestic lizard,
214985,K4746984,n,,name of a fabulous serpent,
214986,K6293939,n,,name of a mountain,
214987,K4572737,n,,name of a king of Mithilā,
214988,K6224909,n,,a large Soma vessel,
214989,K6636225,n,,name of an immensely high number,
214990,K9527498,n,,a particular configuration of the stars and planets,
214991,K8530240,n,,name of a Daitya,
214992,K1050900,n,,name of various authors,
214993,K3951621,n,,name of the son of a merchant born on the sea,
214994,K5291550,n,,name of a place,
214995,K9843853,n,,name of the cave contained in the mountain Kishkindha,
214996,K4812050,n,,name of a mountain,
214997,K9781520,n,,a kind of tree,
214998,K8383130,n,,a kind of shrub,
214999,K6814921,n,,a kind of climbing plant,
215000,K3206815,n,,a kind of perfume,
215001,K7876621,n,,name of a mineral,
215002,K3668785,n,,name of a Daitya,
215003,K1231991,n,,"Dharma, artha, kāma",
215005,K7707386,n,,a kind of forceps,
215006,K2450570,n,,a measure of twelve fingers,
215007,K5154334,n,,a particular high number,
215008,K6481315,n,,a particular fish,
215009,K1370589,n,,name of a Gandharva attendant on Śiva,
215010,K7137912,n,,name of a Nāga,
215011,K7216341,n,,name of a man,
215012,K2555761,n,,name of a Dānava,
215013,K6166479,n,,name of a Vṛṣṇi,
215014,K4718953,n,,name of a son of Kṛṣṇa,
215015,K5610453,n,,name of a poet,
215016,K2463083,n,,name of a Brāhman,
215017,K1893198,n,,ten thousand billions,
215018,K2753894,n,,name of a country between Sindh and Hindūstan proper,
215019,K1333680,n,,a kind of tree,
215020,K2871583,n,,name of a śakti,
215021,K9253235,n,,a form of Śiva,
215022,K5842355,n,,name of an author,
215023,K3393407,n,,name of a demon causing diseases,
215024,K9841243,n,,mansion or temple of a particular form,
215025,K3362215,n,,a particular mode of sitting practised by Yogins,
215026,K3028908,n,,a particular constellation,
215027,K7415236,n,,name of a descendant of Atri,
215028,K6592899,n,,name of a country,
215029,K4193017,n,,a kind of large ichneumon,
215030,K2829113,n,,the 11th day in the light half of the month Kārttika,
215031,K7972228,n,,name of an aquatic bird,
215032,K5916320,n,,name of a monkey; stepfather of Hanuman,
215033,K2945144,n,,name of a prince,
215034,K1570250,n,,name of a mountain,
215035,K8055458,n,,name of a warrior,
215036,K9910128,n,,name of a monkey-chief,
215037,K5531076,n,,name of one of Skandas attendants,
215038,K8850736,n,,name of a Dānava,
215039,K5608710,n,,name of a monkey or bear,
215040,K9448628,n,,name of an author,
215041,K3385220,n,,name of a monkey,
215042,K8689449,n,,an unguent made of antimony and blue vitriol,
215043,K3168578,n,,name of a monkey,
215044,K3387900,n,,name of a Pratyekabuddha,
215045,K6041970,n,,a particular mark or mole on the human body,
215046,K9596551,n,,a kind of temple,
215047,K5905229,n,,an army arrayed in the form of a lotus,
215048,K3256839,n,,a particular posture of the body in religious meditation,
215049,K7749574,n,,a kind of coitus,
215050,K1338069,n,,one of the 9 treasures of Kubera,
215051,K4461800,n,,a particular high number,
215052,K3974738,n,,a particular constellation,
215053,K2341216,n,,name of a particular cold hell,
215054,K4101542,n,,a species of bdellium,
215055,K2516185,n,,a mystical monosyllable,
215056,K5845340,n,,name of a Daitya,
215057,K5426811,n,,a class of gods in the 12th Manvantara,
215059,K3900150,n,,a measure of length,
215060,K4084752,n,,a particular form of constellation in which all the planets or stars are grouped in double mansions,
215061,K8218382,n,,name of a divine being mentioned with Yama,
215062,K1367164,n,,name of a Daitya,
215063,K8179664,n,,name of a king of the Niṣādhas; husband of Damayantī,
215064,K6177404,n,,name of a son of Nishadha and father of Nabha or Nabhas,
215065,K5478324,n,,name of a son of Yadu,
215066,K1435062,n,,name of a monkey-chief; constructor of the setubandha to Laṅkā,
215067,K2164197,n,,name of a medic. author,
215068,K5808167,n,,name of a particular comet,
215069,K8490997,n,,name of a Nāga,
215070,K6382281,n,,name of an attendant of Skanda,
215071,K9369190,n,,name of a Daitya,
215072,K9113700,n,,name of a son of Gada,
215073,K9883918,n,,name of a confidant of king Unmattāvanti,
215074,K9018779,n,,name of a monkey-hero,
215075,K1471426,n,,name of a poet,
215076,K2899842,n,,name of a mountain,
215077,K4684426,n,,name of one of the smaller Dvīpas,
215078,K6516897,n,,name of the fifth Kalpa,
215079,K1375700,n,,name of the father of the Asura Mahisha and brother of Karambha,
215080,K1451480,n,,name of a Nāga,
215081,K6976106,n,,name of a son of Āyu,
215082,K6398439,n,,name of a son of Viviṃśati,
215083,K4041257,n,,name of a king of Vajrarātra,
215084,K2421040,n,,name of a monkey,
215085,K8826387,n,,name of an author,
215086,K1271561,n,,name of a deity,
215087,K6718941,n,,name of a river,
215088,K6243002,n,,one of the 10 orders of religious mendicants traced back to pupils of Shankara,
215089,K9895542,n,,a kind of rice,
215090,K7797200,n,,a dish prepared with milk,
215091,K6082141,n,,a variety of the date tree,
215092,K2902914,n,,a kind of rice,
215093,K4322914,n,,a sort of pastry or baked flour,
215094,K3380527,n,,a particular musical air,
215095,K2599267,n,,name of a people,
215096,K4564034,n,,a kind of rice,
215097,K3264333,n,,a kind of large rice,
215098,K6443522,n,,a kind of rice,
215099,K8849063,n,,a kind of rice,
215100,K3444662,n,,a kind of tree,
215101,K3433570,n,,a kind of tree,
215102,K2190866,n,,a kind of shrub,
215103,K1934752,n,,a kind of annual,
215104,K4495722,n,,a kind of plant,
215105,K9976193,n,,a kind of rice,
215106,K4598546,n,,a kind of rice,
215107,K2671350,n,,a kind of rice,
215108,K7279018,n,,name of a forest,
215109,K4922413,n,,name of a country,
215110,K5712410,n,,a particular Rāga,
215111,K8872112,n,,name of a man,
215112,K4483549,n,,name of a celebrated city and place of pilgrimage,
215113,K7092544,n,,name of the country of Kosala,
215114,K2270267,n,,name of the capital of Kosala or Ayodhyā,
215115,K9087544,n,,name of a king of the lunar race,
215116,K3435940,n,,name of a mountain,
215117,K5132996,n,,a kind of perennial,
215118,K8943137,n,,a kind of annual,
215119,K1590156,n,,name of a mountain,
215120,K3518198,n,,the mountain where the sun rises,
215121,K3615738,n,,a cake of flour,
215122,K3203480,n,,a kind of fine bread,
215123,K1808903,n,,half-ripe barley,
215124,K8931342,n,,name of a caste,
215125,K4481110,n,,name of a dynasty,
215126,K9040587,n,,a kind of grass,
215127,K1737268,n,,a kind of mouse,
215128,K2816006,n,,name of an author,
215129,K3063627,n,,a kind of animal,
215130,K9235716,n,,name of a prince,
215131,K3691958,n,,name of a river,
215132,K2599678,n,,name of a Gandharvī,
215133,K3570985,n,,name of a river,
215134,K9686863,n,,name of a guardian goddess in the family of Varatantu,
215135,K3068641,n,,name of a Yoginī,
215136,K2662013,n,,name of a river,
215137,K8369592,n,,name of a people,
215138,K9845936,n,,name of a son of Dhruva,
215139,K8977702,n,,name of a city,
215140,K6649086,n,,a queen of Oujein,
215141,K9333780,n,,name of a river,
215142,K8044245,n,,name of a people,
215143,K2289421,n,,name of a dynasty,
215144,K7044940,n,,name of a son of the Daitya Bali,
215145,K3181656,n,,name of a people and their country,
215146,K3307978,n,,name of a son of Vasudeva,
215147,K2393442,n,,name of a people in southern India,
215148,K5187090,n,,a prince of the Colas,
215149,K6141045,n,,name of a people and country in the Dekhan,
215150,K5322391,n,,a prince of the Paṇḍyas,
215151,K8341898,n,,name of a son of Ākrīḍa,
215152,K9494354,n,,name of the mountain range in the country of the Paṇḍyas,
215153,K4951108,n,,name of a Nāga,
215154,K6871474,n,,a yellow kind of Phaseolus Mungo,
215155,K7102907,n,,autumnal sickness,
215156,K5674287,n,,name of a Siddha,
215157,K4518867,n,,a kind of Phaseolus Mungo,
215158,K5814141,n,,name of a particular ceremony,
215159,K4283589,n,,name of a Sāman,
215160,K9449896,n,,name of the eighth lunar mansion,
215161,K1094867,n,,name of a mountain,
215162,K5395197,n,,name of a particular country,
215163,K1481172,n,,pease soup,
215164,K3635628,n,,name of a mountain,
215165,K1574017,n,,name of a son of Vapuṣmat,
215166,K3204254,n,,name of a mountain,
215167,K9274964,n,,name of one of the Mātṛs attending on Skanda,
215168,K9661251,n,,the city of the serpent-demons in the subterranean regions,
215169,K1775646,n,,the sacred river of the serpent-demons,
215170,K7354249,n,,a red or chestnut horse,
215171,K6538023,n,,a kind of deer,
215172,K7325396,n,,a kind of fish,
215173,K3431978,n,,a kind of tree,
215174,K1675046,n,,a sort of ornament made of precious stones,
215175,K2230713,n,,a particular form of rainbow,
215176,K9281541,n,,name of a son of Hariścandra,
215177,K2003110,n,,name of a Manu,
215178,K3562975,n,,name of a son of Kṛṣṇa,
215179,K3667870,n,,name of a son of Vapuṣmat,
215180,K9586141,n,,name of a river,
215181,K9975689,n,,name of a class of Gandharvas,
215182,K5919994,n,,name of a class of gods under the 12th Manu,
215183,K3446960,n,,name of a Gandharva king,
215184,K7359435,n,,name of a people,
215185,K7499010,n,,name of a man,
215186,K8280164,n,,name of a Gandharva king,
215187,K8561982,n,,name of a poet,
215188,K4109382,n,,name of a people,
215189,K2965280,n,,name of a Gandharva king,
215190,K2635179,n,,name of a disciple of Śaunaka,
215191,K8615531,n,,name of a son of Viśvāmitra,
215192,K6868903,n,,name of a son of Viśvagarbha,
215193,K5843064,n,,name of a son of Druhyu,
215194,K7565721,n,,name of a son of Romapāda or Lomapāda,
215195,K7837396,n,,a kind of plant,
215196,K2192913,n,,a kind of tree,
215197,K5283514,n,,a kind of tree,
215198,K4831509,n,,a kind of tree,
215199,K4050416,n,,a kind of tree,
215200,K6547570,n,,a kind of tree,
215201,K7964365,n,,a kind of bean,
215202,K5759769,n,,a kind of bean,
215203,K2643718,n,,a kind of smallpox,
215204,K6544818,n,,a kind of lentil,
215205,K3641348,n,,name of a serpent demon,
215206,K5576730,n,,a kind of tree,
215207,K1018779,n,,a sort of pea or pulse,
215208,K2123199,n,,a kind of pulse,
215209,K9806351,n,,a kind of pea or pulse,
215210,K5009871,n,,a creeper marking the boundary of a village,
215211,K7555225,n,,a kind of pulse,
215212,K5009759,n,,a kind of pulse,
215213,K7683112,n,,a kind of pease,
215214,K9362897,n,,a kind of pea or pulse,
215215,K7803850,n,,a kind of pea,
215216,K6076486,n,,a kind of pea,
215217,K6077530,n,,a kind of dark-coloured rice,
215218,K2688855,n,,bra bra bra,
215219,K4837602,n,,possessing a sweet Rasa,
215224,K8516191,n,,at dawn,
215225,K7704582,n,,at daybreak,
215233,K1212777,n,,and,
215245,K7747939,n,,carrying away,
215247,K4296240,n,,an oil grinder,
215248,K7169760,n,,name of a mountain,
215250,K5283330,n,,by name,
215251,K8939550,n,,a kind of discus,
215252,K2986256,n,,an oil mill,
215253,K3644162,n,,a depression in the body [komische Definition!!],
215254,K6064990,n,,name of the divine creative architect or artist,
215255,K4431391,n,,name of a Muni,
215258,K3580878,n,,name of a demon slain by Kṛṣṇa,
215259,K4944105,n,,name of a son of Saṃhrāda by Kṛti,
215260,K2430742,n,,name of a Prajāpati,
215261,K6512459,n,,name of a son of Sagara by Keśini,
215262,K3592039,n,,name of a son of Sṛñjaya and father of Somadatta,
215263,K8815161,n,,name of a form of Viṣṇu,
215264,K7839760,n,,name of a Daitya,
215265,K2039252,n,,name of a Rākṣasa,
215266,K7611689,n,,name of a Tantra deity,
215267,K5798994,n,,name of a Rājarshi,
215268,K9229034,n,,name of a wicked king of the Videhas,
215269,K8401600,n,,name of a Muni,
215270,K6516627,n,,name of the supposed author of the Chāndogya Upanishad and various other writers,
215272,K2456427,n,,an array of troops in the form of a boar,
215273,K8330690,n,,name of a Daitya,
215274,K9839880,n,,name of a Muni,
215275,K6835846,n,,name of an astron. author,
215276,K3865085,n,,name of the son of a guardian of a temple,
215277,K6102740,n,,name of a mountain,
215278,K4040292,n,,name of one of the 18 Dvīpas,
215279,K4580001,n,,name of a city; the dwelling-place of the demon Naraka,
215280,K7276810,n,,name of a Sāman,
215281,K6374399,n,,consisting of,
215282,K3244554,n,,name of a demon; son of Viṣṇu and Bhūmi or the Earth,
215283,K5104651,n,,name of a son of Vipracitti,
215284,K1625649,n,,weighing a Suvarṇa,
215285,K8124656,n,,name of a sacred bathing-place,
215286,K6526727,n,,name of a town,
215289,K4728887,n,,name of a mountain,
215290,K9100977,n,,name of a philosopher,
215291,K3437120,n,,a kind of mouse,
215292,K7027408,n,,name of a serpent-demon,
215293,K7733643,n,,name of a Daitya,
215294,K7377371,n,,name of a poet,
215295,K6144668,n,,a kind of millet,
215296,K1504538,n,,a species of mango,
215297,K9291004,n,,a particular drug,
215298,K2904173,n,,sour gruel,
215299,K8787449,n,,name of one of the attendants of Skanda,
215300,K5950938,n,,name of a Gandharva,
215301,K3332505,n,,name of a teacher,
215302,K8326714,n,,sugar from honey,
215303,K9989396,n,,a kind of perfume,
215304,K5346892,n,,a kind of gourd,
215305,K7228357,n,,a kind of tree,
215306,K7699784,n,,name of a chapter of PSarv.,
215307,K9223099,n,,name of a man,
215308,K5578190,n,,refreshing of the Pitris,
215309,K3889158,n,,the part of the hand between the thumb and forefinger,
