 electronic device for producing a signal voltage,"2107,2284"
119899,02752520,n,10,black academic gown widely used by Protestant clergymen,2875
119900,02752633,n,10,a class of artistic endeavor having a characteristic form or technique,2425
119901,02753043,n,10,a style depicting everyday life,2425
119902,02753135,n,10,an antibiotic that is derived from an actinomycete; used in treating infections of the urinary tract,2248
119903,02753292,n,10,a lightweight dome constructed of interlocking polygons,2415
119904,02753407,n,10,a thin silk dress material,1787
119905,02753489,n,10,a suspension bridge across the Hudson River between New York and New Jersey,"1946,2772"
119906,02753654,n,10,a horse-drawn carriage in India,1946
119907,02753738,n,10,stairs in India leading down to a landing on the water,
119908,02753843,n,10,a shoe without a tongue and with decorative lacing up the instep,2875
119909,02753970,n,10,a shop that sells miscellaneous articles appropriate as gifts,"2446,2872"
119910,02754102,n,10,ornamental wrapping for gifts,2875
119911,02754191,n,10,small two-wheeled horse-drawn carriage; with two seats and no hood,1946
119912,02754307,n,10,light ship's boat; often for personal use of captain,1942
119913,02754409,n,10,long and light rowing boat; especially for racing,1942
119914,02754508,n,10,a cluster of hooks (without barbs) that is drawn through a school of fish to hook their bodies; used when fish are not biting,2655
119915,02754702,n,10,(archaic) the meeting place of a medieval guild,"2415,2768"
119916,02754804,n,10,a flat net suspended vertically in the water to entangle fish by their gills,2655
119917,02754935,n,10,a coating of gold or of something that looks like gold,
119918,02755050,n,10,a contrivance that allows an object (such as a ship's compass) to remain horizontal even as its support tips,
119919,02755212,n,10,a clothing fabric in a plaid weave,1787
119920,02755300,n,10,an ornate candle holder; often with a mirror,
119921,02755412,n,10,a beam made usually of steel; a main support in a structure,2415
119922,02755542,n,10,a band of material around the waist that strengthens a skirt or trousers,2875
119923,02755728,n,10,medieval musical instrument resembling a guitar,2536
119924,02755829,n,10,a glass container for holding liquids while drinking,
119925,02756185,n,10,"glassware collectively: ""She collected old glass""",1957
119926,02756286,n,10,a tool for cutting glass,2415
119927,02756369,n,10,a case for carrying spectacles,
119928,02756458,n,10,an artificial eye made of glass,2232
119929,02756545,n,10,an article made of glass,1957
119930,02756728,n,10,a place where glass is made,2446
119931,02756812,n,10,(British) a parsonage (especially one provided for the holder of a benefice),2415
119932,02756946,n,10,a Scottish cap with straight sides and a crease along the top from front to back; worn by Highlanders as part of military dress,2875
119933,02757129,n,10,supported by dynamic action of air against its surfaces,1946
119934,02757267,n,10,a sphere on which a map (especially of the earth) is represented,2772
119935,02757419,n,10,a percussion instrument consisting of a set of graduated metal bars mounted on a frame and played with small hammers,2536
119936,02757613,n,10,a small locker at the stern of a boat or between decks of a ship,
119937,02757746,n,10,handwear: covers the hand and wrist,2875
119938,02757950,n,10,compartment on the dashboard of a car,1946
119939,02758070,n,10,a gas-discharge electric lamp,
119940,02758155,n,10,an oral antidiabetic drug (trade names DiaBeta and Micronase) that stimulates the release of insulin from the pancreas,2248
119941,02758351,n,10,a symbolic figure carved or incised in relief,"2446,2459"
119942,02758448,n,10,carvings or engravings (especially on precious stones),2459
119943,02758647,n,10,the art of engraving on precious stones,2459
119944,02758757,n,10,the stationary arm whose shadow indicates the time on the sundial,"1951,2446"
119945,02758894,n,10,a place toward which players of a game try to advance a ball or puck in order to score points,"2633,2638"
119946,02759093,n,10,(hockey or soccer) the area immediately in front of the goal,2638
119947,02759209,n,10,one of a pair of posts (usually joined by a crossbar) that are set up as a goal at each end of a playing field,"2415,2633"
119948,02759431,n,10,a drinking glass with a base and stem,
119949,02759521,n,10,a board used for playing go,2633
119950,02759603,n,10,a warehouse in the East (India or Malaya),2872
119951,02759697,n,10,an ornamental frill made by pressing pleats,2875
119952,02759803,n,10,spectacles worn to protect the eyes,2102
119953,02759892,n,10,a small low motor vehicle with four wheels and an open framework; used for racing,1946
119954,02760027,n,10,a brick-shaped block that looks like gold but is not,
119955,02760135,n,10,(Old Testament) an idol made by Aaron for the Israelites to worship; destroyed by Moses; it is now used to refer to anything worshipped undeservedly,1565
119956,02760341,n,10,a suspension bridge across San Francisco Bay,"1946,2772"
119957,02760483,n,10,foil made of gold,
119958,02760593,n,10,a very thin form of gold foil,
119959,02760697,n,10,a mine where gold ore is dug,"1787,2446"
119960,02760780,n,10,a thin layer of gold on something,
119961,02760870,n,10,tableware that is plated with gold,1957
119962,02760961,n,10,a bag for carrying golf clubs and balls,2871
119963,02761092,n,10,a small hard ball used in playing golf; dimpled to reduce wind resistance,"2633,2871"
119964,02761239,n,10,a motorized cart in which golfers can ride between shots,"1946,2871"
119965,02761380,n,10,an implement used by a golfer to hit a golf ball,2871
119966,02761545,n,10,the part of the golf club that strikes the ball,"2425,2871"
119967,02761713,n,10,a large landscaped area for playing golf,2871
119968,02761965,n,10,equipment used in playing golf,2871
119969,02762182,n,10,a glove worn by golfers to give a firm grip on the handle of the golfclub,"2871,2875"
119970,02762330,n,10,a range for practicing golf shots,2871
119971,02762436,n,10,a grotesque black doll,2633
119972,02762525,n,10,long narrow flat-bottomed boat propelled by sculling; traditionally used on canals of Venice,"1942,2772"
119973,02762671,n,10,a low flat-bottomed railway car with fixed sides but no roof,1940
119974,02762799,n,10,a percussion instrument consisting of a metal plate that is struck with a soft-headed drumstick,2536
119975,02762955,n,10,determines the angular direction of incoming radio signals,"1935,2107"
119976,02763070,n,10,an intricate knot tied by King Gordius of Phrygia and cut with his sword by Alexander the Great after hearing that whoever undid it would become ruler of Asia,
119977,02763287,n,10,a triangular piece of cloth,"1787,2875"
119978,02763422,n,10,the molding at the top of a column,2446
119979,02763521,n,10,armor plate that protects the neck,"1781,2768"
119980,02763627,n,10,an extremely fine-textured silky fabric,1787
119981,02763721,n,10,a pointed arch; usually has a joint (instead of a keystone) at the apex,2446
119982,02763868,n,10,a work executed with opaque watercolors mixed with gum,2511
119983,02763976,n,10,an opaque watercolor prepared with gum,2511
119984,02764068,n,10,a chisel with a blade like a trough for cutting channels or grooves,"2415,2425"
119985,02764187,n,10,made from the dried shell of a bottle gourd,
119986,02764293,n,10,an office where government employees work,
119987,02764416,n,10,a control device that maintains a steady speed in a machine (as by controlling the supply of fuel),2098
119988,02764599,n,10,"long, usually formal, woman's dress",2875
119989,02764776,n,10,long flowing outer garment used for official or ceremonial occasions,2875
119990,02764938,n,10,protective garment worn by surgeons during operations,2875
119991,02765067,n,10,a bar attached parallel to a wall to provide a handgrip for steadying oneself,2415
119992,02765199,n,10,cup to be passed around for the final toast after a meal,1957
119993,02765311,n,10,a crossing that uses an underpass or overpass,1946
119994,02765419,n,10,a rude decoration inscribed on rocks or walls,
119995,02765530,n,10,(legend) used by Christ at the last supper,"1565,1957"
119996,02765648,n,10,an antibiotic produced by a soil bacterium; used chiefly as an antiseptic in treating local infections produced by Gram-positive bacteria,2248
119997,02765860,n,10,an antique record player; the sound of the vibrating needle is amplified acoustically,2536
119998,02766042,n,10,a storehouse for threshed grain or animal feed,"2446,2872"
119999,02766151,n,10,a pendulum clock enclosed in a tall narrow case,1951
120000,02766298,n,10,a piano with the strings on a harp-shaped frame; usually supported by 3 legs,2536
120001,02766495,n,10,the part of the seating at a racecourse or stadium consisting of tiers with rows of individual seats that are under a protective roof,"1707,2415"
120002,02766720,n,10,an outlying farm,"2314,2876"
120003,02766789,n,10,a kind of ironware with stone gray enamel,1957
120004,02766888,n,10,a reef knot crossed the wrong way and therefore insecure,1942
120005,02767011,n,10,an arbor where grapes are grown,"2314,2876"
120006,02767115,n,10,a cluster of small projectiles fired together from a cannon to produce a hail of shot,1781
120007,02767256,n,10,the arts of drawing or painting or printmaking,2425
120008,02767450,n,10,the drawings and photographs in the layout of a book,2518
120010,02767676,n,10,a device consisting of several hooks for grasping and holding; often thrown with a rope,2415
120011,02767909,n,10,a skirt made of long blades of grass,2875
120012,02768003,n,10,a frame of iron bars to hold a fire,2353
120013,02768138,n,10,a barrier that has parallel or crossed bars blocking a passage but admitting air,
120014,02768298,n,10,with sharp-edged perforations for foods (as vegetables or cheese),1957
120015,02768416,n,10,"a place for the burial of a corpse (especially beneath the ground and marked by a tombstone); ""he put flowers on his mother's grave""","1565,2800"
120016,02768644,n,10,a stone that is used to mark a grave,"1565,2415,2446,2772,2800"
120017,02768798,n,10,an instrument for measuring variations in the gravitational field of the earth,1951
120018,02768949,n,10,a print produced by gravure,1422
120019,02769060,n,10,a dish (often boat-shaped) for serving gravy or sauce,1957
120020,02769189,n,10,"gray clothing: ""he was dressed in gray""",2875
120021,02769286,n,10,a hand-operated pump that resembles a gun; forces grease into parts of a machine,2098
120022,02769429,n,10,a greasy substance used as makeup by actors,2371
120023,02769530,n,10,a small restaurant specializing in short-order fried foods,"1707,2415,2772"
120024,02769647,n,10,a heavy overcoat,2875
120025,02769822,n,10,twin cantilever bridges across the Mississippi at New Orleans,"1946,2772"
120026,02769975,n,10,the principle room in a castle or mansion; can be used for dining or entertainment,2415
120027,02770151,n,10,"the principal seal of a government, symbolizing authority or sovereignty",
120028,02770280,n,10,protects legs below the knee,"1781,2768"
