,a supporter of the Orleans branch of the French Bourbons that was descended from a younger brother of Louis XIV,1718
149725,07448660,n,10,a zoologist who studies birds,"2158,2188"
149726,07448764,n,10,a child who has lost both parents,2516
149727,07448850,n,10,a dentist specializing in the prevention or correction of irregularities of the teeth,2232
149728,07448994,n,10,a specialist in correcting deformities of the skeletal system (especially in children),2232
149729,07449138,n,10,a therapist who manipulates the skeleton and muscles,2232
149730,07449261,n,10,a member of the eastern group of Goths who created a kingdom in northern Italy around 500 AD,"2768,2772"
149731,07449409,n,10,(slang) someone who is excellent at something,2516
149732,07449514,n,10,a person who is rejected (from society or home),2516
149733,07449689,n,10,a person belonging to no caste,"1718,2516"
149734,07449774,n,10,a fielder in cricket who is stationed in the outfield,2871
149735,07449884,n,10,(baseball or softball) a person who plays in the outfield,2871
149736,07450052,n,10,the person who plays right field,2871
149737,07450144,n,10,(baseball) a pitcher who throws with the left hand,2871
149738,07450276,n,10,the person who plays center field,2871
149739,07450370,n,10,the person who plays left field,2871
149740,07450460,n,10,someone who provides outfits,"2425,2875"
149741,07450544,n,10,a person who lives away from his place of work,2772
149742,07450644,n,10,a patient who does not reside in the hospital where he is being treated,2232
149743,07450790,n,10,someone who is a member of the vanguard,2516
149744,07450884,n,10,a student who attains higher standards than the IQ indicated,1919
149745,07451003,n,10,a person who has general authority over others,2768
149746,07451138,n,10,a guest who stays overnight,2872
149747,07451223,n,10,a person who directs and manages an organization,2516
149748,07451379,n,10,"someone who owns (is legal possessor of) a business; ""he is the owner of a chain of restaurants""","1753,2872"
149749,07451666,n,10,"a person who owns something: ""they are searching for the owner of the car""; ""who is the owner of that friendly smile?""",2516
149750,07451956,n,10,a motorist who owns the car that he/she drives,1946
149751,07452061,n,10,a occupant who owns the home that he/she lives in,2772
149752,07452171,n,10,a Japanese supervisor,2516
149753,07452245,n,10,a Mexican-American teenager who belongs to a neighborhood gang and who dresses in showy clothes,2516
149754,07452394,n,10,someone opposed to violence as a means of settling disputes,1781
149755,07452550,n,10,a worker who packs things into containers,2516
149756,07452661,n,10,an employer who exploits Italian immigrants in the U.S.,2516
149757,07452770,n,10,an owner or proprietor of an inn in Italy,2872
149758,07452865,n,10,in medieval times a youth acting as a knight's attendant as the first stage in training for knighthood,"1781,2768"
149759,07453027,n,10,a youthful attendant at official functions or ceremonies such as legislative functions and weddings,2516
149760,07453177,n,10,a boy who is employed to run errands,2516
149761,07453274,n,10,"a bothersome annoying person: ""that kid is a terrible pain""",2516
149762,07453414,n,10,an artist who paints,2511
149763,07453830,n,10,a worker who is employed to cover objects with paint,2511
149764,07453990,n,10,(medieval) the lord of a palatinate who exercised sovereign powers over his lands,2794
149765,07454138,n,10,any of various important officials in ancient Rome,2768
149766,07454243,n,10,a specialist in paleontology,2146
149767,07454380,n,10,one of the mourners carrying the coffin at a funeral,2516
149768,07454498,n,10,someone who predicts your future by the lines on your palms,1898
149769,07454625,n,10,a writer of pamphlets (usually taking a partisan stand on public issues),2657
149770,07454755,n,10,the lama next in rank to the Dalai Lama,1565
149771,07454853,n,10,a member of a panel,1802
149772,07454958,n,10,a beggar who approaches strangers asking for money,2516
149773,07455065,n,10,someone who believes that God and the universe are the same,1565
149774,07455180,n,10,a boy who sells or delivers newspapers,"2516,2872"
149775,07455273,n,10,one whose occupation is decorating walls with wallpaper,2511
149776,07455396,n,10,an American Indian infant,2516
149777,07455486,n,10,a person who jumps from aircraft using a parachute,2638
149778,07455607,n,10,a writer of paragraphs (as for publication on the editorial page of a newspaper),2657
149779,07455745,n,10,a person with specialized training who assists lawyers,1802
149780,07455873,n,10,a person suffering from paralysis,"2232,2516"
149781,07455998,n,10,a person trained to assist medical professionals and to given emergency medical treatment,2232
149782,07456143,n,10,a person afflicted with paranoia,2232
149783,07456242,n,10,a person who has paraplegia (is paralyzed from the waist down),"2232,2516"
149784,07456361,n,10,a trained worker who is not a member of a profession but who assists a professional,2516
149785,07456543,n,10,someone who studies the evidence for such psychological phenomena as psychokinesis and telepathy and clairvoyance,1502
149786,07456719,n,10,a soldier in the paratroops,1781
149787,07456830,n,10,a medieval cleric who raised money for the church by selling papal indulgences,1565
149788,07456981,n,10,a father or mother; one who begets or one who gives birth to or nurtures and raises a child; a relative who plays the role of guardian,2516
149789,07457259,n,10,a person afflicted with paresis (partial paralysis),"2232,2516"
149790,07457364,n,10,a member of a parish,1565
149791,07457461,n,10,a commissioner in charge of public parks,1718
149792,07457565,n,10,an expert in parliamentary rules and procedures,1718
149793,07457674,n,10,an elected member of the British Parliament: a member of the House of Commons,"1718,2516"
149794,07457855,n,10,a person (in Britain) who is employed to look after the affairs of businesses that are affected by legislation of the British Parliament,2516
149795,07458057,n,10,a maid in a private home whose duties are to care for the parlor and the table and to answer the door,2516
149796,07458229,n,10,mimics literary or musical style for comic effect,2425
149797,07458363,n,10,someone who kills his or her parent,1802
149798,07458490,n,10,a copycat who does not understand the words or acts being imitated,
149799,07458609,n,10,a member of a monotheistic sect of Zoroastrian origin; descended from the Persians; now found in western India,1565
149800,07458780,n,10,someone who takes a part or a share,2516
149801,07458879,n,10,takes part in an activity,2516
149802,07459034,n,10,a fervent and even militant proponent of something,2516
149803,07459184,n,10,an advocate of partitioning a country,1718
149804,07459280,n,10,a person who owns something in common with others,2516
149805,07459386,n,10,someone who works less than the customary or standard time,2516
149806,07459501,n,10,"a person involved in legal proceedings: ""the party of the first part""",1802
149807,07459694,n,10,"a leader in a political party who controls votes and dictates appointments: ""party bosses have a reputation for corruption""",1718
149808,07459898,n,10,an attractive young woman hired to attend parties and entertain men,2516
149809,07460022,n,10,"someone who is attending a party: ""the hall was crowded with an overflow of partygoers""",2516
149810,07460166,n,10,a member of a political party who follows strictly the party line,1718
149811,07460301,n,10,a civil or military authority in Turkey or Egypt,1820
149812,07460409,n,10,a person traveling in a vehicle (a boat or bus or car or plane or train etc) who is not operating it,1946
149813,07460663,n,10,a football player who throws a forward pass,2638
149814,07460776,n,10,a person who passes by casually or by chance,"1707,1946"
149815,07460875,n,10,someone who has long and thorough experience in a given activity,2516
149816,07460997,n,10,someone who was formerly a master,2516
149817,07461088,n,10,a chef who specializes in pastry,1957
149818,07461178,n,10,the inventor to whom a patent is issued,"1753,2516"
149819,07461272,n,10,"a person who requires medical care: ""the number of emergency patients has grown rapidly""",2232
149820,07461578,n,10,(British) a person who has the right to be considered legally a British citizen (by virtue of the birth of a parent or grandparent),2772
149821,07461763,n,10,any of the early Biblical characters regarded as fathers of the human race,1565
149822,07462019,n,10,the head of family or tribe,1675
149823,07462138,n,10,a person of refined upbringing and manners,2516
149824,07462236,n,10,a person who murders their father,1802
149825,07462325,n,10,one who loves and defends his or her country,1718
149826,07462473,n,10,an individual or a member of a group that patrols an area,"1781,2516"
149827,07462605,n,10,a regular customer,2872
149828,07462736,n,10,someone who supports or champions something,2516
149829,07462944,n,10,(Italian) the proprietor of an inn,2872
149830,07463060,n,10,a woman who is a patron,2516
149831,07463139,n,10,a saint who is considered to be a defender of some group or nation,"1565,2516"
149832,07463354,n,10,someone who makes patterns (as for sewing or carpentry or metalworking),1787
149833,07463484,n,10,a poor chess player,2628
149834,07463556,n,10,a person who is very poor,2516
149835,07463699,n,10,a person who lends money at interest in exchange for personal property that is deposited as security,1769
149836,07463856,n,10,a person to whom money is paid,1753
149837,07463938,n,10,a person who pays money for something,1753
149838,07464113,n,10,a person in charge of paying wages,1753
149839,07464203,n,10,"someone who keeps peace: ""she's the peacekeeper in that family""",2516
149840,07464324,n,10,a member of a military force that is assigned (often with international sanction) to preserve peace in a trouble area,1781
149841,07464499,n,10,a diver who searches for molluscs containing pearls,2768
149842,07464618,n,10,a country person,2516
149843,07464747,n,10,a crude uncouth ill-bred person lacking culture or refinement,2516
149844,07464910,n,10,one of a (chiefly European) class of agricultural laborers,"1675,2314,2876"
149845,07465059,n,10,a person who rides a pedal-driven vehicle,"1946,2638"
149846,07465183,n,10,a person who pays more attention to formal rules and book learning than they merit,1898
149847,07465360,n,10,someone who travels about selling his wares,2872
149848,07465520,n,10,a man who has sex with a boy,1802
149849,07465632,n,10,a person who travels by foot,1946
149850,07465933,n,10,a dentist who specializes in the care of children's teeth,2232
149851,07466048,n,10,an adult who is sexually attracted to children,1802
149852,07466149,n,10,a worker who peels the skins from fruits and vegetables,
149853,07466257,n,10,(British) a nobleman (duke or marquis or earl or viscount or baron) who is a member of the British peerage,"1675,2794"
149854,07466594,n,10,(British) a peer who is entitled to sit in the House of Lords,"1675,1718,2794"
149855,07466738,n,10,a primitive man found near Beijing; resembles Java man,"1675,2516"
149856,07466849,n,10,the supreme war chief of the ancient Britons,2768
149857,07466949,n,10,a person who repents for wrongdoing (a Roman Catholic may be admitted to penance under the direction of a confessor),1565
149858,07467138,n,10,someone who is excessively careful with money (who pinches every penny before letting go of it),1768
149859,07467293,n,10,a person who studies the theory and practice of prison management,"1802,1820"
149860,07467415,n,10,a person you come to know by by frequent friendly correspondence,"1422,2516"
149861,07467546,n,10,a clerk who does boring paperwork,2516
149862,07467651,n,10,the beneficiary of a pension fund,1753
149863,07467753,n,10,an athlete who competes in a pentathlon,2638
149864,07467850,n,10,any member of a Pentecostal religious body,1565
149865,07467986,n,10,a musician who plays percussion instruments,2536
149866,07468125,n,10,a person is displeased by anything that does not meet very high standards,2516
149867,07468258,n,10,an entertainer who performs a dramatic or musical work for an audience,2425
149868,07468800,n,10,a person who makes (and sells) perfumes,2875
149869,07468894,n,10,a beautiful and graceful girl,2516
149870,07468974,n,10,a dentist specializing in diseases of the gums and other structure surrounding the teeth,2232
149871,07469121,n,10,(Australian) bounder,2516
149872,07469196,n,10,a person who deliberately gives false testimony,1802
149873,07469314,n,10,someone who perpetrates wrongdoing,1802
149874,07469416,n,10,"a person of considerable prominence: ""she is a Hollywood personality""",2516
149875,07469543,n,10,a person who manages the affairs of another,2516
149876,07469674,n,10,"another word for person; a person not meriting identification: ""a strange personage appeared at the door""",2516
149877,07469835,n,10,a diplomat who is acceptable to the government to which he is sent,"1749,1820"
149878,07469961,n,10,a diplomat who is unacceptable to the government to which he is sent,"1749,1820"
149879,07470093,n,10,one who personifies an abstract quality,
149880,07470212,n,10,"ny new embodiment of a familiar idea: ""the incarnation of evil""; ""the very avatar of cunning""",
149881,07470385,n,10,someone who tries to persuade,"1502,2516"
149882,07470488,n,10,a person whose behavior deviates from what is acceptable especially in sexual behavior,1802
149883,07470823,n,10,a person who expects the worst,1898
149884,07470945,n,10,a persistently annoying person,2516
149885,07471064,n,10,a boyish or immature man; after the boy in Barrie's play who never grows up,2516
149886,07471195,n,10,a member of the lower middle class,"1675,2516"
149887,07471310,n,10,"one praying humbly for something: ""a suppliant for her favors""",2516
149888,07471490,n,10,a specialist in petroleum geology,2121
149889,07471605,n,10,a noncommissioned officer in the navy with a rank comparable to sergeant in the army,1781
149890,07471767,n,10,the title of the ancient Egyptian kings,2768
149891,07471860,n,10,a member of an ancient Jewish sect noted for strict obedience to Jewish traditions,1565
149892,07471997,n,10,a self-righteous or sanctimonious person,2516
149893,07472092,n,10,a health professional trained in the art of preparing and dispensing drugs,2232
149894,07472303,n,10,someone trained in the science of drugs (their composition and uses and effects),2232
149895,07472469,n,10,someone who makes charitable donations intended to increase human well-being,2516
149896,07472635,n,10,a collector and student of postage stamps,2526
149897,07472752,n,10,an admirer of Greece and everything Greek,2516
149898,07472881,n,10,a person who is uninterested in intellectual pursuits,2516
149899,07473001,n,10,a humanist specializing in classical scholarship,"1919,1975"
149900,07473120,n,10,a specialist in philosophy,"1451,2768"
149901,07473906,n,10,a wise person who is calm and rational; someone who lives a life of reason with equanimity,2516
149902,07474054,n,10,someone who takes photographs professionally,2527
149903,07474193,n,10,a specialist in phonetics,1969
149904,07474276,n,10,a specialist in phonology,1969
149905,07474359,n,10,a model who poses for photographers,2425
149906,07474479,n,10,someone who claims to read your character from the shape of your skull,1802
149907,07474623,n,10,a therapist who treats injury or dysfunction with exercises and other physical treatments of the disorder,2232
149908,07474830,n,10,a scientist trained in physics,2097
149909,07475204,n,10,a biologist specializing in physiology,"1502,2158"
149910,07475337,n,10,a person who plays the piano,2536
149911,07475452,n,10,someone who teaches students to play the piano,1898
149912,07475558,n,10,(offensive) a Black child,"1675,2516"
149913,07475683,n,10,someone who gathers crops or fruits etc.,"2314,2516,2876"
149914,07475776,n,10,a protester posted by a labor organization outside a place of work,1718
149915,07475895,n,10,a person who is picnicking,2516
149916,07475990,n,10,a thief who steals from the pockets or purses of others in public places,1802
149917,07476136,n,10,a casual acquaintance; often made in hope of sexual relationships,1703
149918,07476254,n,10,journeys in foreign lands,2772
149919,07476342,n,10,one who journeys to a sacred place,1565
149920,07476448,n,10,"a prominent supporter: ""he is a pillar of the community""",2516
149921,07476568,n,10,a consumer of amphetamine pills,2516
149922,07476655,n,10,someone who is licensed to operate an aircraft in flight,1942
149923,07476871,n,10,a person qualified to guide ships through difficult waters going into or out of a harbor,1942
149924,07477011,n,10,a supposedly primitive man later proven to be a hoax,1675
149925,07477156,n,10,someone who procures customers for whores (in England they call a pimp a ponce),1802
149926,07477382,n,10,a niggardly person who starves himself (and others),2516
149927,07477488,n,10,(baseball or softball) a substitute for the regular batter,2871
149928,07477623,n,10,"one the first colonists or settler in a new territory: ""they went west as pioneers with only the possessions they could carry with them""",2516
149929,07477849,n,10,someone who helps to open up a new line of research or technology or art,2516
149930,07477987,n,10,the chief piper in a band of bagpipes,2536
149933,07478273,n,10,someone who is small and insignificant,2516
149934,07478389,n,10,someone who robs at sea or plunders the land from the sea without having a commission from any sovereign nation,1802
149935,07478680,n,10,someone armed with a pistol (especially a soldier so armed),1781
149936,07478795,n,10,"(baseball or softball) the person who does the pitching; ""our pitcher has a sore arm""",2871
149937,07479043,n,10,the person in a line around whom the others wheel and maneuver,1946
149938,07479169,n,10,(football) a kicker who makes a place kick for a goal,2638
149939,07479281,n,10,(British) a disparaging term for an appointee,1820
149940,07479395,n,10,someone who uses another person's words or ideas is they were his own,1802
149941,07479548,n,10,a detective who wears civilian clothes on duty,"1781,1820"
149942,07479656,n,10,an inhabitant of a plains region (especially the Great Plains of North America),2772
149943,07479791,n,10,a person who brings an action in a court of law,1802
149944,07479926,n,10,a person who makes plans,2516
149945,07480098,n,10,an actor situated in the audience whose acting is rehearsed but seems spontaneous to the audience,2610
149946,07480247,n,10,the owner or manager of a plantation,"2314,2876"
149947,07480356,n,10,a worker skilled in applying plaster,2415
149948,07480448,n,10,"a person (considered to be) without human failings; ""he's no plaster saint""",2516
149949,07480583,n,10,a workman who lays and repairs railroad tracks,2516
149950,07480699,n,10,an advocate of Platonism,2516
149951,07480779,n,10,a man devoted to the pursuit of pleasure,1703
149952,07480903,n,10,a person who participates in or is skilled at some game,2633
149953,07481205,n,10,the player judged to be the most important to the sport,2633
